num,reg,pos,loc,res,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
51,7,27, 1052499,benign, 605, 149, 8564, 0, 5830, 2690, 2, 464, 699, 0, 196, 33409, 397, 3, 43, 6729, 274, 448, 5, 13443, 9420, 19492, 0, 0, 25, 4786, 4814, 8481, 40, 0, 0, 18, 20, 158, 2, 34253, 25650, 28956, 2, 0, 0, 319
52,1,25, 1053811,benign, 638, 147, 8571, 0, 5826, 2694, 1, 464, 699, 0, 196, 33617, 397, 3, 41, 6958, 328, 506, 5, 13563, 9623, 19509, 0, 0, 25, 4805, 4963, 8487, 42, 0, 0, 18, 20, 160, 3, 34243, 25083, 28345, 2, 0, 0, 317
53,3,0, 1051817,SDC, 588, 148, 8547, 0, 5820, 2687, 1, 464, 694, 0, 194, 33241, 392, 3, 41, 6698, 301, 445, 5, 13290, 9276, 19490, 0, 0, 25, 4901, 4692, 8480, 42, 0, 0, 18, 20, 159, 3, 34388, 25313, 28669, 2, 0, 0, 378
54,8,3, 1050182,benign, 529, 146, 8559, 0, 5828, 2689, 1, 464, 699, 0, 196, 33446, 397, 3, 41, 6885, 283, 453, 5, 13196, 9192, 19496, 0, 0, 25, 4758, 4989, 8484, 42, 0, 0, 18, 20, 159, 4, 33968, 25139, 28411, 2, 0, 0, 317
55,5,17, 1054780,benign, 650, 149, 8564, 4, 5825, 2695, 1, 464, 699, 0, 196, 33608, 397, 3, 43, 7146, 283, 458, 5, 13457, 9440, 19474, 0, 0, 25, 4721, 4875, 8482, 42, 0, 0, 18, 20, 160, 3, 34075, 25340, 28618, 2, 0, 0, 316
56,7,18, 1060324,benign, 492, 147, 8543, 3, 5821, 2692, 5, 464, 699, 0, 188, 33048, 397, 3, 40, 6423, 298, 440, 5, 12953, 8881, 19484, 0, 0, 25, 4503, 5224, 8477, 42, 0, 0, 18, 20, 153, 2, 33782, 24936, 28214, 2, 0, 0, 319
57,0,0, 1058455,benign, 791, 147, 8587, 0, 5831, 2692, 1, 464, 699, 0, 196, 34051, 397, 3, 41, 7325, 442, 504, 5, 14007, 10026, 19556, 0, 0, 25, 4786, 4943, 8485, 41, 0, 0, 18, 20, 157, 3, 34455, 26075, 29340, 2, 0, 0, 319
58,1,19, 1054236,benign, 635, 148, 8568, 4, 5826, 2691, 2, 464, 699, 0, 199, 33499, 397, 3, 41, 7141, 340, 447, 5, 13439, 9379, 19466, 0, 0, 25, 4718, 4881, 8476, 41, 0, 0, 18, 20, 159, 3, 34005, 25432, 28773, 2, 0, 0, 319
59,10,12, 1057865,benign, 770, 146, 8588, 0, 5829, 2687, 2, 464, 699, 0, 197, 33969, 397, 3, 41, 7502, 283, 448, 5, 13834, 9916, 19494, 0, 0, 25, 4781, 4955, 8472, 42, 0, 0, 18, 20, 158, 3, 34761, 25937, 29236, 2, 0, 0, 319
60,6,29, 1053700,benign, 617, 147, 8572, 4, 5826, 2690, 2, 464, 699, 0, 203, 33350, 397, 3, 41, 6991, 535, 445, 5, 13300, 9320, 19472, 0, 0, 25, 4778, 4829, 8486, 42, 0, 0, 18, 20, 159, 3, 34200, 25357, 28633, 2, 0, 0, 447
