num,reg,pos,loc,res,1,3,4,5,6,7,10,12,13,15,16,17,18,23,80,96,97,98,101,102,103,104,108,109,110,112,113,114,115,118,119,120,129,131,133,138,139,140,142,144,145,146
75,9,4, 1051902,benign, 549, 23, 8809, 0, 5570, 2235, 41, 350, 539, 0, 177, 33925, 405, 396, 34, 6317, 275, 1, 3, 11859, 9721, 18735, 353, 388, 142, 5803, 5493, 7771, 42, 35, 29, 8, 4, 2, 1, 25570, 28865, 31150, 2, 169, 221, 265
76,0,1, 1053100,benign, 563, 22, 8811, 4, 5569, 2237, 41, 350, 539, 0, 157, 33564, 405, 379, 34, 6534, 322, 8, 2, 11357, 9308, 18729, 130, 165, 142, 5804, 5469, 7754, 41, 35, 29, 8, 4, 1, 1, 25686, 29018, 31289, 2, 150, 202, 246
77,1,29, 1058373,crash/hangs,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78,5,12, 1051155,benign, 525, 22, 8804, 0, 5569, 2237, 41, 350, 539, 0, 165, 33330, 405, 378, 35, 6492, 258, 8, 4, 11603, 9410, 18765, 138, 171, 144, 6036, 5233, 7758, 42, 35, 29, 8, 4, 1, 0, 25665, 28851, 31090, 2, 154, 206, 250
79,4,18, 1051011,benign, 516, 23, 8801, 0, 5569, 2241, 41, 350, 539, 0, 165, 33231, 405, 387, 35, 6507, 298, 0, 2, 11544, 9416, 18751, 122, 157, 142, 5804, 5449, 7752, 40, 36, 28, 8, 3, 0, 0, 25393, 28533, 30771, 2, 164, 216, 260
80,8,15, 1058152,benign, 716, 23, 8808, 4, 5572, 2243, 41, 350, 539, 0, 169, 33716, 405, 382, 36, 7225, 255, 1, 3, 11980, 9748, 18726, 167, 203, 142, 5555, 5720, 7768, 42, 35, 29, 9, 3, 2, 1, 26017, 29336, 31584, 2, 179, 231, 275
81,5,28, 1057180,benign, 691, 22, 8831, 4, 5572, 2236, 41, 350, 539, 0, 172, 33593, 405, 566, 35, 7153, 364, 8, 2, 11673, 9458, 18750, 180, 215, 142, 6085, 5196, 7760, 42, 35, 29, 8, 5, 0, 0, 25571, 28866, 31144, 2, 161, 214, 258
82,8,25, 1057061,benign, 716, 22, 8840, 0, 5567, 2239, 41, 350, 539, 0, 161, 33740, 405, 383, 37, 7600, 299, 8, 3, 12113, 9906, 18763, 169, 205, 142, 5815, 5457, 7775, 42, 36, 28, 8, 5, 1, 0, 25982, 29402, 31637, 2, 172, 224, 268
83,4,9, 1056004,benign, 654, 22, 8836, 4, 5568, 2240, 41, 350, 539, 0, 160, 33893, 405, 380, 32, 6806, 288, 1, 2, 11389, 9212, 18715, 131, 166, 142, 5802, 5471, 7776, 42, 35, 29, 8, 4, 2, 0, 25449, 28736, 30971, 2, 176, 228, 272
84,10,18, 1052605,benign, 565, 22, 8825, 0, 5568, 2236, 41, 351, 539, 0, 168, 33896, 405, 390, 34, 6830, 256, 1, 4, 11522, 9324, 18766, 181, 217, 142, 5801, 5466, 7754, 42, 35, 29, 8, 3, 1, 0, 25927, 29121, 31347, 2, 144, 196, 240
85,9,28, 1053878,benign, 609, 22, 8827, 0, 5568, 2235, 42, 351, 539, 0, 166, 33880, 405, 426, 36, 6776, 360, 7, 3, 11462, 9394, 18782, 130, 165, 142, 5540, 5725, 7758, 42, 35, 29, 9, 3, 8, 0, 25164, 28481, 30714, 2, 354, 408, 452
86,5,28, 1056039,benign, 679, 22, 8823, 0, 5570, 2240, 41, 350, 539, 0, 174, 33755, 405, 390, 37, 7392, 315, 1, 3, 11900, 9911, 18775, 122, 157, 142, 5569, 5700, 7757, 42, 35, 29, 8, 4, 2, 0, 26009, 29395, 31643, 2, 150, 202, 246
